age,checking_account_A11,checking_account_A12,checking_account_A13,checking_account_A14,credit_amount,credit_history_A30,credit_history_A31,credit_history_A32,credit_history_A33,credit_history_A34,duration,employment_since_A71,employment_since_A72,employment_since_A73,employment_since_A74,employment_since_A75,existing_credits,foreign_worker_A201,foreign_worker_A202,housing_A151,housing_A152,housing_A153,installment_rate,job_A171,job_A172,job_A173,job_A174,liable_people,other_debtors_A101,other_debtors_A102,other_debtors_A103,other_installment_plans_A141,other_installment_plans_A142,other_installment_plans_A143,property_A121,property_A122,property_A123,property_A124,purpose_A40,purpose_A41,purpose_A410,purpose_A42,purpose_A43,purpose_A44,purpose_A45,purpose_A46,purpose_A48,purpose_A49,residence_since,savings_account_A61,savings_account_A62,savings_account_A63,savings_account_A64,savings_account_A65,telephone_A191,telephone_A192
59,False,False,False,True,5045,False,False,False,False,True,15,False,False,False,False,True,1,True,False,False,True,False,1,False,False,True,False,1,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,4,False,False,False,False,True,False,True
24,True,False,False,False,4272,False,False,False,False,True,20,False,False,False,False,True,2,True,False,False,True,False,1,False,False,True,False,1,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,4,True,False,False,False,False,True,False
27,False,False,True,False,709,False,False,True,False,False,6,False,True,False,False,False,1,False,True,False,True,False,2,True,False,False,False,1,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,2,False,False,False,True,False,True,False
36,False,True,False,False,2366,False,False,False,False,True,12,False,False,False,True,False,1,True,False,False,True,False,3,False,False,False,True,1,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3,False,False,True,False,False,False,True
50,False,True,False,False,6224,False,False,False,True,False,48,False,False,False,False,True,1,True,False,False,False,True,4,False,False,True,False,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,4,True,False,False,False,False,True,False
26,True,False,False,False,8229,False,False,True,False,False,36,False,False,True,False,False,1,True,False,False,True,False,2,False,False,True,False,2,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,2,True,False,False,False,False,True,False
47,False,True,False,False,1209,False,False,False,True,False,6,True,False,False,False,False,1,True,False,False,True,False,4,False,False,False,True,1,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,4,True,False,False,False,False,False,True
42,True,False,False,False,2577,False,False,True,False,False,12,False,False,True,False,False,1,True,False,False,True,False,2,False,False,True,False,1,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1,True,False,False,False,False,True,False
24,False,True,False,False,7408,False,False,True,False,False,60,False,True,False,False,False,1,True,False,False,True,False,4,False,False,False,True,1,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2,False,True,False,False,False,True,False
26,True,False,False,False,4788,False,False,True,False,False,48,False,False,False,True,False,1,True,False,False,True,False,4,False,False,True,False,2,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,3,True,False,False,False,False,True,False
53,True,False,False,False,4870,False,False,False,True,False,24,False,False,True,False,False,2,True,False,False,False,True,3,False,False,True,False,2,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,4,True,False,False,False,False,True,False
30,False,False,False,True,1740,False,False,False,False,True,6,False,False,False,False,True,2,True,False,True,False,False,2,False,False,True,False,1,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,2,True,False,False,False,False,True,False
40,True,False,False,False,1358,False,True,False,False,False,24,False,False,False,False,True,1,True,False,False,True,False,4,False,False,False,True,1,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,3,False,False,False,False,True,False,True
53,False,False,False,True,2424,False,False,False,False,True,24,False,False,False,False,True,2,True,False,False,True,False,4,False,False,True,False,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,False,False,False,False,True,True,False
48,True,False,False,False,2241,False,False,False,False,True,10,False,True,False,False,False,2,False,True,True,False,False,1,False,True,False,False,2,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,3,True,False,False,False,False,True,False
29,True,False,False,False,11816,True,False,False,False,False,45,False,False,False,False,True,2,True,False,True,False,False,2,False,False,True,False,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,4,True,False,False,False,False,True,False
29,True,False,False,False,3357,False,False,True,False,False,21,False,True,False,False,False,1,True,False,False,True,False,4,False,False,True,False,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2,False,False,False,True,False,True,False
40,True,False,False,False,1977,False,False,True,False,False,36,False,False,False,False,True,1,True,False,False,True,False,4,False,False,False,True,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,4,False,False,False,False,True,False,True
22,True,False,False,False,3632,False,True,False,False,False,24,False,False,True,False,False,1,False,True,True,False,False,1,False,False,True,False,1,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,4,True,False,False,False,False,True,False
30,False,True,False,False,5096,False,False,False,False,True,48,False,False,True,False,False,1,True,False,False,True,False,2,False,False,False,True,1,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,3,True,False,False,False,False,False,True
51,False,False,False,True,3342,False,False,False,False,True,36,False,False,False,False,True,1,True,False,False,True,False,4,False,False,True,False,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2,False,False,False,False,True,False,True
23,False,True,False,False,3758,False,False,True,False,False,24,True,False,False,False,False,1,True,False,True,False,False,1,True,False,False,False,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,4,False,False,True,False,False,True,False
49,True,False,False,False,428,False,False,True,False,False,6,False,False,False,False,True,1,True,False,False,True,False,2,False,False,True,False,1,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1,True,False,False,False,False,False,True
56,False,False,True,False,4796,False,False,False,False,True,42,False,False,False,False,True,1,True,False,False,False,True,4,False,False,True,False,1,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,4,True,False,False,False,False,True,False
38,False,False,False,True,1924,False,False,True,False,False,10,False,False,True,False,False,1,False,True,False,True,False,1,False,False,True,False,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,True,False,False,False,False,False,True
64,True,False,False,False,2384,False,False,True,False,False,24,False,False,False,False,True,1,True,False,True,False,False,4,False,True,False,False,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,4,True,False,False,False,False,True,False
23,False,True,False,False,14555,False,False,True,False,False,6,True,False,False,False,False,1,True,False,False,True,False,1,True,False,False,False,1,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2,False,False,False,False,True,False,True
35,False,True,False,False,1410,False,False,True,False,False,14,False,False,False,False,True,1,True,False,False,True,False,1,False,False,True,False,1,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2,False,False,True,False,False,False,True
37,False,False,True,False,1225,False,False,True,False,False,10,False,False,True,False,False,1,True,False,False,True,False,2,False,False,True,False,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2,True,False,False,False,False,False,True
42,False,False,False,True,1503,False,False,False,False,True,4,False,False,False,True,False,2,True,False,False,True,False,2,False,True,False,False,2,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1,True,False,False,False,False,True,False
37,False,False,False,True,3380,False,False,False,False,True,4,False,False,False,True,False,1,True,False,False,True,False,1,False,False,True,False,2,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1,True,False,False,False,False,True,False
20,True,False,False,False,1107,False,False,True,False,False,12,False,False,True,False,False,1,True,False,True,False,False,2,False,False,False,True,2,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,2,True,False,False,False,False,False,True
29,False,True,False,False,7758,False,False,False,False,True,24,False,False,False,False,True,1,True,False,True,False,False,2,False,False,True,False,1,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,4,False,False,False,True,False,True,False
25,False,True,False,False,2762,False,False,True,False,False,12,False,False,False,False,True,1,True,False,False,True,False,1,False,False,True,False,1,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2,False,False,False,False,True,False,True
44,False,True,False,False,1804,False,False,False,False,True,12,False,True,False,False,False,1,True,False,False,True,False,3,False,False,True,False,1,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,4,False,True,False,False,False,True,False
39,False,True,False,False,1188,False,False,True,False,False,21,False,False,False,False,True,1,True,False,False,True,False,2,False,False,True,False,2,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,4,True,False,False,False,False,True,False
36,False,False,False,True,2872,False,False,False,False,True,24,False,False,False,False,True,1,True,False,False,True,False,3,False,False,True,False,2,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,4,False,True,False,False,False,False,True
25,True,False,False,False,1138,False,False,False,False,True,9,False,False,True,False,False,2,True,False,False,True,False,4,False,True,False,False,1,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,4,True,False,False,False,False,True,False
29,True,False,False,False,3590,False,False,True,False,False,12,False,False,True,False,False,1,True,False,False,True,False,2,False,True,False,False,2,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2,True,False,False,False,False,True,False
35,False,True,False,False,2728,False,False,False,False,True,15,False,False,False,True,False,3,True,False,False,True,False,4,False,False,True,False,1,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,2,False,False,False,False,True,False,True
24,False,False,False,True,11590,False,False,False,False,True,48,False,False,True,False,False,2,True,False,True,False,False,2,False,True,False,False,1,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,4,False,True,False,False,False,True,False
33,False,False,False,True,5150,False,False,False,False,True,24,False,False,False,False,True,1,True,False,False,True,False,4,False,False,True,False,1,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,4,True,False,False,False,False,False,True
74,False,False,False,True,4526,False,False,False,False,True,24,False,False,True,False,False,1,True,False,False,True,False,3,False,False,False,True,1,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2,True,False,False,False,False,False,True
33,False,True,False,False,2384,False,False,True,False,False,36,False,True,False,False,False,1,True,False,True,False,False,4,False,True,False,False,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,True,False,False,False,False,True,False
38,False,True,False,False,368,False,False,True,False,False,6,False,False,False,False,True,1,True,False,False,True,False,4,False,False,True,False,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,False,False,False,False,True,True,False
25,True,False,False,False,1433,False,False,False,False,True,15,False,False,True,False,False,2,True,False,True,False,False,4,False,False,True,False,1,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,3,True,False,False,False,False,True,False
34,False,False,True,False,2864,False,False,True,False,False,18,False,False,True,False,False,1,True,False,False,True,False,2,False,True,False,False,2,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,1,True,False,False,False,False,True,False
31,False,False,False,True,3430,False,False,True,False,False,24,False,False,False,False,True,1,True,False,False,True,False,3,False,False,True,False,2,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2,False,False,True,False,False,False,True
36,False,False,False,True,6304,False,False,False,False,True,36,False,False,False,False,True,2,True,False,False,True,False,4,False,False,True,False,1,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,4,False,False,False,False,True,True,False
35,False,False,False,True,2670,False,False,True,False,False,24,False,False,False,False,True,1,True,False,False,True,False,4,False,False,False,True,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,4,True,False,False,False,False,False,True
28,False,False,False,True,1817,False,False,False,False,True,18,False,False,True,False,False,2,True,False,False,True,False,4,False,False,True,False,1,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,2,True,False,False,False,False,True,False
57,True,False,False,False,709,False,False,True,False,False,12,False,False,False,False,True,1,True,False,False,True,False,4,False,True,False,False,1,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,4,True,False,False,False,False,True,False
26,False,True,False,False,4280,True,False,False,False,False,30,False,False,True,False,False,2,True,False,True,False,False,4,False,True,False,False,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,4,False,True,False,False,False,True,False
22,True,False,False,False,2828,False,True,False,False,False,24,False,False,True,False,False,1,True,False,False,True,False,4,False,False,True,False,1,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,4,False,False,True,False,False,False,True
41,False,True,False,False,888,False,False,True,False,False,12,False,False,False,False,True,1,True,False,False,True,False,4,False,True,False,False,2,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,4,True,False,False,False,False,True,False
28,False,True,False,False,4221,True,False,False,False,False,30,False,False,True,False,False,2,True,False,False,True,False,2,False,False,True,False,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,True,False,False,False,False,True,False
37,True,False,False,False,1274,False,False,True,False,False,12,False,True,False,False,False,1,True,False,False,True,False,3,False,True,False,False,1,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1,True,False,False,False,False,True,False
26,False,False,False,True,783,False,True,False,False,False,6,False,False,True,False,False,1,True,False,False,True,False,1,False,True,False,False,2,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,2,False,False,False,False,True,True,False
49,True,False,False,False,2964,False,False,True,False,False,24,False,False,False,False,True,1,True,False,False,False,True,4,False,False,True,False,2,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,4,False,False,False,False,True,False,True
31,False,True,False,False,6148,True,False,False,False,False,20,False,False,False,False,True,2,True,False,False,True,False,3,False,False,True,False,1,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,4,False,True,False,False,False,False,True
45,True,False,False,False,2303,False,False,True,False,False,24,False,False,False,False,True,1,True,False,False,True,False,4,False,False,True,False,1,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1,True,False,False,False,False,True,False
44,True,False,False,False,3384,False,False,False,False,True,6,False,False,True,False,False,1,True,False,True,False,False,1,False,False,False,True,1,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,4,True,False,False,False,False,False,True
30,True,False,False,False,3959,False,False,True,False,False,36,True,False,False,False,False,1,True,False,False,True,False,4,False,False,False,True,1,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,3,True,False,False,False,False,False,True
41,False,False,False,True,1503,False,False,False,True,False,12,False,False,True,False,False,1,True,False,True,False,False,4,False,False,True,False,1,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,4,True,False,False,False,False,True,False
51,False,True,False,False,4771,False,False,False,True,False,11,False,False,False,True,False,1,True,False,False,True,False,2,False,False,True,False,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,True,False,False,False,False,True,False
41,False,True,False,False,3979,False,False,True,False,False,48,False,False,False,True,False,2,True,False,False,True,False,4,False,False,True,False,2,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,False,True,False,True
23,False,True,False,False,3573,False,False,False,False,True,12,False,False,True,False,False,1,True,False,False,True,False,1,False,True,False,False,1,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1,True,False,False,False,False,True,False
33,True,False,False,False,2359,False,False,True,False,False,24,True,False,False,False,False,1,True,False,False,True,False,1,False,False,True,False,1,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1,False,True,False,False,False,True,False
26,False,False,False,True,5117,False,False,False,True,False,27,False,False,False,True,False,2,True,False,False,True,False,3,False,False,True,False,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,4,True,False,False,False,False,True,False
51,True,False,False,False,1164,False,False,False,False,True,8,False,False,False,False,True,2,True,False,False,False,True,3,False,False,False,True,2,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,4,True,False,False,False,False,False,True
23,False,False,True,False,3913,False,False,True,False,False,36,False,False,True,False,False,1,True,False,False,True,False,2,False,False,True,False,1,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,2,True,False,False,False,False,False,True
25,False,True,False,False,3213,False,False,True,False,False,18,False,True,False,False,False,1,True,False,True,False,False,1,False,False,True,False,1,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,3,False,False,True,False,False,True,False
20,True,False,False,False,2039,False,False,True,False,False,18,False,False,True,False,False,1,True,False,True,False,False,1,False,False,True,False,1,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,4,True,False,False,False,False,True,False
23,False,False,True,False,1275,False,False,True,False,False,10,False,True,False,False,False,1,True,False,False,True,False,4,False,False,True,False,1,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2,True,False,False,False,False,True,False
60,False,True,False,False,6468,False,False,True,False,False,20,True,False,False,False,False,1,True,False,False,True,False,1,False,False,False,True,1,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,4,False,False,False,False,True,False,True
21,False,True,False,False,3031,False,False,True,False,False,45,False,False,True,False,False,1,True,False,True,False,False,4,False,False,True,False,1,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,False,True,False,False,False,True,False
27,True,False,False,False,3416,False,False,True,False,False,27,False,False,True,False,False,1,True,False,False,True,False,3,False,False,False,True,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2,True,False,False,False,False,True,False
26,False,False,False,True,10974,False,False,True,False,False,36,True,False,False,False,False,2,True,False,False,True,False,4,False,False,False,True,1,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,2,True,False,False,False,False,False,True
38,False,True,False,False,3512,False,False,True,False,False,24,False,False,False,True,False,2,True,False,False,True,False,2,False,False,True,False,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3,False,True,False,False,False,False,True
33,False,True,False,False,1042,False,False,True,False,False,18,False,False,True,False,False,1,True,False,False,True,False,4,False,False,True,False,1,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2,False,False,False,False,True,True,False
53,False,False,False,True,7485,False,True,False,False,False,30,True,False,False,False,False,1,True,False,False,True,False,4,False,False,False,True,1,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,1,False,False,False,False,True,False,True
35,True,False,False,False,1198,False,True,False,False,False,6,False,False,False,False,True,1,True,False,False,False,True,4,False,False,True,False,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,4,True,False,False,False,False,True,False
24,False,True,False,False,458,False,False,True,False,False,9,False,False,True,False,False,1,True,False,False,True,False,4,False,False,True,False,1,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,3,True,False,False,False,False,True,False
35,False,True,False,False,1549,False,False,True,False,False,9,False,True,False,False,False,1,True,False,False,True,False,4,True,False,False,False,1,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,2,False,False,False,False,True,True,False
33,False,False,False,True,1851,False,False,False,False,True,24,False,False,False,True,False,2,True,False,False,True,False,4,False,False,True,False,1,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2,True,False,False,False,False,False,True
67,True,False,False,False,1169,False,False,False,False,True,6,False,False,False,False,True,2,True,False,False,True,False,4,False,False,True,False,1,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,4,False,False,False,False,True,False,True
47,False,False,True,False,3017,False,False,False,False,True,30,False,False,False,False,True,1,True,False,False,True,False,4,False,False,True,False,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,True,False,False,False,False,True,False
42,True,False,False,False,5493,False,False,True,False,False,36,False,False,False,False,True,1,True,False,False,False,True,2,False,False,True,False,2,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,4,True,False,False,False,False,True,False
25,False,True,False,False,1295,False,False,True,False,False,12,False,True,False,False,False,1,True,False,True,False,False,3,False,False,True,False,1,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,1,True,False,False,False,False,True,False
58,True,False,False,False,1755,False,False,True,False,False,24,False,False,False,False,True,1,True,False,False,True,False,4,False,True,False,False,1,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,4,True,False,False,False,False,False,True
38,False,False,False,True,2859,False,False,True,False,False,12,True,False,False,False,False,1,True,False,False,True,False,4,False,False,False,True,1,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,4,False,False,False,False,True,False,True
26,False,False,False,True,2404,False,False,False,False,True,18,False,False,True,False,False,2,True,False,False,True,False,2,False,False,True,False,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2,True,False,False,False,False,True,False
24,False,True,False,False,433,False,True,False,False,False,6,False,True,False,False,False,1,True,False,True,False,False,4,False,False,True,False,2,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2,False,False,False,True,False,True,False
36,False,True,False,False,7057,False,False,False,True,False,20,False,False,False,True,False,2,True,False,True,False,False,3,False,False,False,True,2,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,4,False,False,False,False,True,False,True
34,False,True,False,False,1860,False,False,False,False,True,12,True,False,False,False,False,2,True,False,False,True,False,4,False,False,False,True,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,2,True,False,False,False,False,False,True
30,False,True,False,False,2002,False,False,True,False,False,12,False,False,False,True,False,1,True,False,True,False,False,3,False,False,True,False,2,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,4,True,False,False,False,False,False,True
39,True,False,False,False,3249,False,False,True,False,False,36,False,False,False,True,False,1,True,False,False,False,True,2,False,False,False,True,2,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,4,True,False,False,False,False,False,True
24,True,False,False,False,2214,False,False,True,False,False,12,False,False,True,False,False,1,True,False,False,True,False,4,False,True,False,False,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,3,True,False,False,False,False,True,False
31,True,False,False,False,6758,False,False,True,False,False,48,False,False,True,False,False,1,True,False,False,True,False,3,False,False,True,False,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2,True,False,False,False,False,False,True
41,False,False,True,False,2116,False,False,True,False,False,6,False,False,True,False,False,1,True,False,False,True,False,2,False,False,True,False,1,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2,True,False,False,False,False,False,True
26,False,False,True,False,3749,False,False,True,False,False,24,False,True,False,False,False,1,True,False,False,True,False,2,False,False,True,False,1,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,4,True,False,False,False,False,True,False
19,False,False,False,True,1980,False,False,True,False,False,9,False,True,False,False,False,2,True,False,True,False,False,2,False,False,True,False,1,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,2,True,False,False,False,False,True,False
44,True,False,False,False,4716,False,False,False,False,True,6,False,True,False,False,False,2,True,False,False,True,False,1,False,True,False,False,2,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,True,False
24,True,False,False,False,9629,False,False,False,False,True,36,False,False,False,True,False,2,True,False,False,True,False,4,False,False,True,False,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,4,True,False,False,False,False,False,True
29,False,False,False,True,7166,False,False,True,False,False,42,False,False,False,True,False,1,True,False,True,False,False,2,False,False,True,False,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,False,False,False,False,True,False,True
23,True,False,False,False,8471,False,False,False,True,False,18,False,False,True,False,False,2,True,False,True,False,False,1,False,False,True,False,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2,False,False,False,False,True,False,True
43,False,False,False,True,2197,False,False,False,False,True,24,False,False,False,True,False,2,True,False,False,True,False,4,False,False,True,False,2,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,4,False,False,False,False,True,False,True
27,False,True,False,False,1082,False,False,True,False,False,9,False,False,False,False,True,2,True,False,False,True,False,4,False,True,False,False,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,4,True,False,False,False,False,True,False
26,False,False,False,True,5433,False,False,True,False,False,24,True,False,False,False,False,1,True,False,True,False,False,2,False,False,False,True,1,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,4,False,False,False,False,True,False,True
31,False,False,False,True,1736,False,False,True,False,False,12,False,False,False,True,False,1,True,False,False,True,False,3,False,True,False,False,1,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,4,True,False,False,False,False,True,False
28,False,False,False,True,1249,False,False,True,False,False,24,False,True,False,False,False,1,True,False,False,True,False,4,False,False,True,False,1,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,2,True,False,False,False,False,True,False
24,False,False,False,True,874,False,False,True,False,False,15,False,True,False,False,False,1,True,False,False,True,False,4,False,False,True,False,1,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1,False,False,False,False,True,True,False
44,True,False,False,False,6419,False,False,False,False,True,24,False,False,False,False,True,2,True,False,False,False,True,2,False,False,False,True,2,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,4,True,False,False,False,False,False,True
55,False,False,False,True,1555,False,False,False,True,False,12,False,False,False,False,True,2,True,False,False,False,True,4,False,False,True,False,2,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,4,False,False,False,True,False,True,False
43,True,False,False,False,1203,False,False,True,False,False,6,False,False,False,False,True,1,True,False,False,True,False,3,False,False,True,False,1,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2,False,True,False,False,False,False,True
49,True,False,False,False,1038,False,False,False,False,True,10,False,False,False,True,False,2,True,False,False,True,False,4,False,False,True,False,1,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,3,True,False,False,False,False,False,True
45,True,False,False,False,4006,False,False,True,False,False,28,False,False,True,False,False,1,True,False,False,True,False,3,False,True,False,False,1,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,2,True,False,False,False,False,True,False
40,False,True,False,False,1155,False,False,True,False,False,12,False,False,False,False,True,2,True,False,False,True,False,3,False,True,False,False,1,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,3,True,False,False,False,False,True,False
